Key,name,value
Case Type:,U.S. v. General Motors Corp. and Ford Motor Co.,Civil Non-Merger
Case Violation:,U.S. v. General Motors Corp. and Ford Motor Co.,No Violation Assigned
Industry Code:,U.S. v. General Motors Corp. and Ford Motor Co.,Automotive Repair Shops
Component:,U.S. v. General Motors Corp. and Ford Motor Co.,Antitrust Division
Case Documents:,U.S. v. General Motors Corp. and Ford Motor Co.,Complaint
Case Open Date:,U.S. v. Geneva County Bar Association,"Tuesday, December 9, 1980"
Case Name:,U.S. v. Geneva County Bar Association,United States v. Geneva County Bar Association
Case Type:,U.S. v. Geneva County Bar Association,Civil Non-Merger
Case Violation:,U.S. v. Geneva County Bar Association,Price Fixing - Horizontal
Market:,U.S. v. Geneva County Bar Association,Legal Services
Industry Code:,U.S. v. Geneva County Bar Association,Office of Lawyers
Component:,U.S. v. Geneva County Bar Association,Antitrust Division
Case Documents:,U.S. v. Geneva County Bar Association,Final Judgment
Case Documents:,U.S. v. Geneva County Bar Association,Competitive Impact Statement
Case Documents:,U.S. v. Geneva County Bar Association,Complaint
Case Open Date:,"U.S. v. Gennex Media, LLC","Thursday, November 1, 2018"
Case Name:,"U.S. v. Gennex Media, LLC","United States v. Gennex Media, LLC"
Case Type:,"U.S. v. Gennex Media, LLC",Criminal
Case Violation:,"U.S. v. Gennex Media, LLC",Price Fixing - Horizontal
Market:,"U.S. v. Gennex Media, LLC",Wristbands
Industry Code:,"U.S. v. Gennex Media, LLC",Electronic Shopping and Mail-Order Houses
Component:,"U.S. v. Gennex Media, LLC",Antitrust Division
Case Documents:,"U.S. v. Gennex Media, LLC",Information
Case Open Date:,"U.S. v. Geo. Benz & Sons, Inc. d/b/a Oak Grove Dairy","Friday, April 25, 1997"
Case Name:,"U.S. v. Geo. Benz & Sons, Inc. d/b/a Oak Grove Dairy","United States v. Geo. Benz & Sons, Inc. d/b/a Oak Grove Dairy"
Case Type:,"U.S. v. Geo. Benz & Sons, Inc. d/b/a Oak Grove Dairy",Criminal
Case Violation:,"U.S. v. Geo. Benz & Sons, Inc. d/b/a Oak Grove Dairy",Bid Rigging
Case Violation:,"U.S. v. Geo. Benz & Sons, Inc. d/b/a Oak Grove Dairy","Customer, Territorial or Market Allocation - Horizontal"
Case Violation:,"U.S. v. Geo. Benz & Sons, Inc. d/b/a Oak Grove Dairy",Price Fixing - Horizontal
Industry Code:,"U.S. v. Geo. Benz & Sons, Inc. d/b/a Oak Grove Dairy",Fluid Milk
Component:,"U.S. v. Geo. Benz & Sons, Inc. d/b/a Oak Grove Dairy",Antitrust Division
Case Documents:,"U.S. v. Geo. Benz & Sons, Inc. d/b/a Oak Grove Dairy",Information
Case Open Date:,U.S. v. Geologistics International Management (Bermuda) Ltd.,"Thursday, September 30, 2010"
Case Name:,U.S. v. Geologistics International Management (Bermuda) Ltd.,United States v. Geologistics International Management (Bermuda) Limited
Case Type:,U.S. v. Geologistics International Management (Bermuda) Ltd.,Criminal
Case Violation:,U.S. v. Geologistics International Management (Bermuda) Ltd.,Price Fixing - Horizontal
Market:,U.S. v. Geologistics International Management (Bermuda) Ltd.,International Air Cargo Services-Freight forwarding services
Industry Code:,U.S. v. Geologistics International Management (Bermuda) Ltd.,Scheduled Freight Air Transportation
Component:,U.S. v. Geologistics International Management (Bermuda) Ltd.,Antitrust Division
Case Documents:,U.S. v. Geologistics International Management (Bermuda) Ltd.,Plea Agreement
Case Documents:,U.S. v. Geologistics International Management (Bermuda) Ltd.,Information
Case Open Date:,"U.S. v. Georgia Automatic Merchandising Council, Inc., et al.","Wednesday, August 8, 1973"
Case Name:,"U.S. v. Georgia Automatic Merchandising Council, Inc., et al.","United States v. Georgia Automatic Merchandising Council, Inc., et al."
Case Type:,"U.S. v. Georgia Automatic Merchandising Council, Inc., et al.",Civil Non-Merger
Case Violation:,"U.S. v. Georgia Automatic Merchandising Council, Inc., et al.",Price Fixing - Horizontal
Case Violation:,"U.S. v. Georgia Automatic Merchandising Council, Inc., et al.",Price Fixing - Vertical
Case Violation:,"U.S. v. Georgia Automatic Merchandising Council, Inc., et al.","Restraint on Trade - Territorial, D.C."
Industry Code:,"U.S. v. Georgia Automatic Merchandising Council, Inc., et al.",Vending Machine Operators
Case Documents:,"U.S. v. Georgia Automatic Merchandising Council, Inc., et al.",Final Judgment
Case Documents:,"U.S. v. Georgia Automatic Merchandising Council, Inc., et al.",Stipulation
Case Open Date:,"U.S. v. George's Foods; George's Family Farms, LLC; and George's, Inc.","Tuesday, May 10, 2011"
Case Name:,"U.S. v. George's Foods; George's Family Farms, LLC; and George's, Inc.","United States v. George's Foods, LLC; George's Family Farms, LLC; and George's, Inc."
Case Type:,"U.S. v. George's Foods; George's Family Farms, LLC; and George's, Inc.",Civil Merger
Case Violation:,"U.S. v. George's Foods; George's Family Farms, LLC; and George's, Inc.",Horizontal Merger
Market:,"U.S. v. George's Foods; George's Family Farms, LLC; and George's, Inc.",Chicken Processing Complex
Industry Code:,"U.S. v. George's Foods; George's Family Farms, LLC; and George's, Inc.",Poultry Processing
Component:,"U.S. v. George's Foods; George's Family Farms, LLC; and George's, Inc.",Antitrust Division
Case Documents:,"U.S. v. George's Foods; George's Family Farms, LLC; and George's, Inc.",Final Judgment
Case Documents:,"U.S. v. George's Foods; George's Family Farms, LLC; and George's, Inc.",United States' Motion and Supporting Memorandum to Enter Final Judgment
Case Documents:,"U.S. v. George's Foods; George's Family Farms, LLC; and George's, Inc.",United States' Certificate of Compliance with the Provisions of the Antitrust Procedures and Penalties Act
Case Documents:,"U.S. v. George's Foods; George's Family Farms, LLC; and George's, Inc.",Response of Plaintiff United States to Public Comment on the Proposed Final Judgment
Case Documents:,"U.S. v. George's Foods; George's Family Farms, LLC; and George's, Inc.",Competitive Impact Statement
Case Documents:,"U.S. v. George's Foods; George's Family Farms, LLC; and George's, Inc.",Proposed Final Judgment
Case Documents:,"U.S. v. George's Foods; George's Family Farms, LLC; and George's, Inc.",Stipulation and Order
Case Documents:,"U.S. v. George's Foods; George's Family Farms, LLC; and George's, Inc.",Memorandum of the United States in Opposition to Defendants' Motion to Compel Discovery
Case Documents:,"U.S. v. George's Foods; George's Family Farms, LLC; and George's, Inc.",Plaintiff's Response in Opposition to Defendants' Motion for Entry of an Expedited Scheduling Order [REDACTED - PUBLIC VERSION]
Case Documents:,"U.S. v. George's Foods; George's Family Farms, LLC; and George's, Inc.",Declaration of Jill A. Ptacek
Case Documents:,"U.S. v. George's Foods; George's Family Farms, LLC; and George's, Inc.","Government's Motion for an Order Sealing 1) Plaintiff's May 20, 2011 Response in Opposition to Defendants' Motion for Entry of an Expedited Scheduling Order and 2) Exhibits 5 and 6 to the May 20, 2011 Declaration of Jill Ptacek Filed in Support of the ..."
Case Documents:,"U.S. v. George's Foods; George's Family Farms, LLC; and George's, Inc.",Complaint
Case Open Date:,U.S. v. Georgia-Pacific Corp.,"Friday, March 29, 1996"
Case Name:,U.S. v. Georgia-Pacific Corp.,United States v. Georgia-Pacific Corporation
Case Type:,U.S. v. Georgia-Pacific Corp.,Civil Merger
Case Violation:,U.S. v. Georgia-Pacific Corp.,Horizontal Merger
Market:,U.S. v. Georgia-Pacific Corp.,GYPSUM DRYWALL|Gpsum drywall
Industry Code:,U.S. v. Georgia-Pacific Corp.,Gypsum Product Manufacturing
Industry Code:,U.S. v. Georgia-Pacific Corp.,Gypsum Products
Industry Code:,U.S. v. Georgia-Pacific Corp.,Paperboard Mills
Component:,U.S. v. Georgia-Pacific Corp.,Antitrust Division
Case Documents:,U.S. v. Georgia-Pacific Corp.,[Proposed] Final Judgment
Case Documents:,U.S. v. Georgia-Pacific Corp.,Stipulation
Case Documents:,U.S. v. Georgia-Pacific Corp.,Certificate of Service for Complaint
Case Documents:,U.S. v. Georgia-Pacific Corp.,Verification of Complaint
Case Documents:,U.S. v. Georgia-Pacific Corp.,Complaint
Case Documents:,U.S. v. Georgia-Pacific Corp.,Final Judgment
Case Documents:,U.S. v. Georgia-Pacific Corp.,Competitive Impact Statement
Case Open Date:,U.S. v. Georgia-Pacific Corp. and Fort James Corp.,"Tuesday, November 21, 2000"
Case Name:,U.S. v. Georgia-Pacific Corp. and Fort James Corp.,United States v. Georgia-Pacific Corp. and Fort James Corp.
Case Type:,U.S. v. Georgia-Pacific Corp. and Fort James Corp.,Civil Merger
Case Violation:,U.S. v. Georgia-Pacific Corp. and Fort James Corp.,Horizontal Merger
Market:,U.S. v. Georgia-Pacific Corp. and Fort James Corp.,"COMMERCIA TISSUE,"
Industry Code:,U.S. v. Georgia-Pacific Corp. and Fort James Corp.,Paper (except Newsprint) Mills
Industry Code:,U.S. v. Georgia-Pacific Corp. and Fort James Corp.,"Papermills, Except Building Paper"
Component:,U.S. v. Georgia-Pacific Corp. and Fort James Corp.,Antitrust Division
Case Documents:,U.S. v. Georgia-Pacific Corp. and Fort James Corp.,Final Judgment
Case Documents:,U.S. v. Georgia-Pacific Corp. and Fort James Corp.,Competitive Impact Statement
Case Documents:,U.S. v. Georgia-Pacific Corp. and Fort James Corp.,[Proposed] Final Judgment
Case Documents:,U.S. v. Georgia-Pacific Corp. and Fort James Corp.,Hold Separate Stipulation and Order
Case Documents:,U.S. v. Georgia-Pacific Corp. and Fort James Corp.,United States' Explanation of Consent Decree Procedures
Case Documents:,U.S. v. Georgia-Pacific Corp. and Fort James Corp.,Complaint
Case Open Date:,U.S. v. Peter Ghavami (a/k/a Peter Ghavamilahidji); Gary Heinz; and Michael Welty,"Thursday, December 9, 2010"
Case Name:,U.S. v. Peter Ghavami (a/k/a Peter Ghavamilahidji); Gary Heinz; and Michael Welty,"United States v. Peter Ghavami (aka Peter Ghavamilahidji), Gary Heinz, and Michael Welty"
Case Type:,U.S. v. Peter Ghavami (a/k/a Peter Ghavamilahidji); Gary Heinz; and Michael Welty,Other
Industry Code:,U.S. v. Peter Ghavami (a/k/a Peter Ghavamilahidji); Gary Heinz; and Michael Welty,Investment Banking and Securities Dealing
Component:,U.S. v. Peter Ghavami (a/k/a Peter Ghavamilahidji); Gary Heinz; and Michael Welty,Antitrust Division
Case Documents:,U.S. v. Peter Ghavami (a/k/a Peter Ghavamilahidji); Gary Heinz; and Michael Welty,Brief for the United States in Opposition
Case Documents:,U.S. v. Peter Ghavami (a/k/a Peter Ghavamilahidji); Gary Heinz; and Michael Welty,Final Form Brief for United States of America
Case Documents:,U.S. v. Peter Ghavami (a/k/a Peter Ghavamilahidji); Gary Heinz; and Michael Welty,Opposition of Appellee United States of America to Emergency Motions for Release Pending Appeal of Defendants Gary Heinz and Michael Welty
Case Documents:,U.S. v. Peter Ghavami (a/k/a Peter Ghavamilahidji); Gary Heinz; and Michael Welty,Superseding Indictment
Case Documents:,U.S. v. Peter Ghavami (a/k/a Peter Ghavamilahidji); Gary Heinz; and Michael Welty,Indictment
Case Open Date:,U.S. v. John Ghianni,"Monday, April 14, 2003"
Case Name:,U.S. v. John Ghianni,United States v. John Ghianni
Case Type:,U.S. v. John Ghianni,Criminal
Case Violation:,U.S. v. John Ghianni,Bid Rigging
Case Violation:,U.S. v. John Ghianni,Fraud or False Statement on Tax Return
Market:,U.S. v. John Ghianni,GRAPHIC SERVICES
Industry Code:,U.S. v. John Ghianni,Sign Manufacturing
Component:,U.S. v. John Ghianni,Antitrust Division
Case Documents:,U.S. v. John Ghianni,Plea Agreement
Case Documents:,U.S. v. John Ghianni,Superseding Information
Case Open Date:,U.S. v. Anthony B. Ghio,"Tuesday, April 13, 2010"
Case Name:,U.S. v. Anthony B. Ghio,United States v. Anthony B. Ghio
Case Type:,U.S. v. Anthony B. Ghio,Criminal
Case Violation:,U.S. v. Anthony B. Ghio,Bid Rigging
Market:,U.S. v. Anthony B. Ghio,Real estate offered at public real estate auctions
Industry Code:,U.S. v. Anthony B. Ghio,Offices of Real Estate Agents and Brokers
Component:,U.S. v. Anthony B. Ghio,Antitrust Division
Case Documents:,U.S. v. Anthony B. Ghio,Plea Agreement
Case Documents:,U.S. v. Anthony B. Ghio,Information
Case Open Date:,U.S. v. R. Kevin Gill,"Wednesday, October 1, 2008"
Case Name:,U.S. v. R. Kevin Gill,United States v. R. Kevin Gill
Case Type:,U.S. v. R. Kevin Gill,Criminal
Case Violation:,U.S. v. R. Kevin Gill,Bid Rigging
Case Violation:,U.S. v. R. Kevin Gill,"Customer, Territorial or Market Allocation - Horizontal"
Case Violation:,U.S. v. R. Kevin Gill,Price Fixing - Horizontal
Market:,U.S. v. R. Kevin Gill,Ocean Freight transportation between Continental U.S. and Puerto Rico
Industry Code:,U.S. v. R. Kevin Gill,Coastal and Great Lakes Freight Transportation
Component:,U.S. v. R. Kevin Gill,Antitrust Division
Case Documents:,U.S. v. R. Kevin Gill,Plea Agreement
Case Documents:,U.S. v. R. Kevin Gill,Information
Case Open Date:,U.S. v. Charles J. Gillespie,"Thursday, April 17, 2008"
Case Name:,U.S. v. Charles J. Gillespie,United States v. Charles J. Gillespie
Case Type:,U.S. v. Charles J. Gillespie,Criminal
Case Violation:,U.S. v. Charles J. Gillespie,Bid Rigging
Case Violation:,U.S. v. Charles J. Gillespie,"Customer, Territorial or Market Allocation - Horizontal"
Case Violation:,U.S. v. Charles J. Gillespie,Price Fixing - Horizontal
Market:,U.S. v. Charles J. Gillespie,Marine Hose
Industry Code:,U.S. v. Charles J. Gillespie,Rubber and Plastics Hoses and Belting Manufacturing
Component:,U.S. v. Charles J. Gillespie,Antitrust Division
Case Documents:,U.S. v. Charles J. Gillespie,Plea Agreement
Case Documents:,U.S. v. Charles J. Gillespie,Information
Case Open Date:,"U.S. v. Gillette Dairy of the Black Hills, Inc.","Tuesday, June 18, 1996"
Case Name:,"U.S. v. Gillette Dairy of the Black Hills, Inc.","United States v. Gillette Dairy of the Black Hills, Inc."
Case Type:,"U.S. v. Gillette Dairy of the Black Hills, Inc.",Criminal
Case Violation:,"U.S. v. Gillette Dairy of the Black Hills, Inc.",Bid Rigging
Case Violation:,"U.S. v. Gillette Dairy of the Black Hills, Inc.","Customer, Territorial or Market Allocation - Horizontal"
Case Violation:,"U.S. v. Gillette Dairy of the Black Hills, Inc.",Price Fixing - Horizontal
Industry Code:,"U.S. v. Gillette Dairy of the Black Hills, Inc.",Fluid Milk
Component:,"U.S. v. Gillette Dairy of the Black Hills, Inc.",Antitrust Division
Case Open Date:,U.S. v. Joseph J. Giraudo; Raymond A. Grinsell; Kevin B. Cullinane; James F. Appenrodt; and Abraham S. Farag,"Wednesday, October 22, 2014"
Case Name:,U.S. v. Joseph J. Giraudo; Raymond A. Grinsell; Kevin B. Cullinane; James F. Appenrodt; and Abraham S. Farag,"United States v. Joseph J. Giraudo, Raymond A. Grinsell, Kevin B. Cullinane, James F. Appenrodt, and Abraham S. Farag"
Case Type:,U.S. v. Joseph J. Giraudo; Raymond A. Grinsell; Kevin B. Cullinane; James F. Appenrodt; and Abraham S. Farag,Criminal
Case Violation:,U.S. v. Joseph J. Giraudo; Raymond A. Grinsell; Kevin B. Cullinane; James F. Appenrodt; and Abraham S. Farag,Bid Rigging
Case Violation:,U.S. v. Joseph J. Giraudo; Raymond A. Grinsell; Kevin B. Cullinane; James F. Appenrodt; and Abraham S. Farag,Mail Fraud
